survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
402,2017-07-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",926,Unacceptable,.0302000000,"Very Poor",.0302000000,Poor,.1214000000,Fair,.1974000000,Good,.2012000000,"Very Good",.2852000000,Excellent,.1301000000
403,2017-07-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",930,Unacceptable,.0674000000,"Very Poor",.0674000000,Poor,.1087000000,Fair,.1558000000,Good,.1729000000,"Very Good",.2903000000,Excellent,.1360000000
404,2017-07-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",929,Unacceptable,.0145000000,"Very Poor",.0145000000,Poor,.0872000000,Fair,.1996000000,Good,.1935000000,"Very Good",.3258000000,Excellent,.1333999999
405,2017-07-01,"MBTA Customer Opinion Panel","Speed/travel time",932,Unacceptable,.0571000000,"Very Poor",.0571000000,Poor,.1015000000,Fair,.1270999999,Good,.2085000000,"Very Good",.3080000000,Excellent,.1488000000
406,2017-07-01,"MBTA Customer Opinion Panel","Parking availability",333,Unacceptable,.0533000000,"Very Poor",.0533000000,Poor,.0646000000,Fair,.2137000000,Good,.1844000000,"Very Good",.2125000000,Excellent,.2075000000
407,2017-07-01,"MBTA Customer Opinion Panel","Real-time communications",865,Unacceptable,.0674000000,"Very Poor",.0674000000,Poor,.1039000000,Fair,.1696000000,Good,.1894000000,"Very Good",.2640000000,Excellent,.1336000000
408,2017-07-01,"MBTA Customer Opinion Panel","How satisfied are you with the MBTA's communication overall?",962,"Extremely Dissatisfied",.0395000000,"Very Dissatisfied",.0395000000,"Somewhat Dissatisfied",.1368000000,Neutral,.1469000000,"Somewhat Satisfied",.3589000000,"Very Satisfied",.2148000000,"Extremely Satisfied",.0427000000
409,2017-07-01,"MBTA Customer Opinion Panel",,934,"Extremely Dissatisfied",.0532000000,"Very Dissatisfied",.0532000000,"Somewhat Dissatisfied",.0987000000,Neutral,.1128000000,"Somewhat Satisfied",.2338000000,"Very Satisfied",.3393000000,"Extremely Satisfied",.0884000000
1002,2017-07-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",962,"Extremely Dissatisfied",.0399000000,"Very Dissatisfied",.0399000000,"Somewhat Dissatisfied",.1310000000,Neutral,.1004000000,"Somewhat Satisfied",.3190000000,"Very Satisfied",.2909000000,"Extremely Satisfied",.0530000000
1003,2017-07-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",934,"Extremely Dissatisfied",.0532000000,"Very Dissatisfied",.0532000000,"Somewhat Dissatisfied",.0987000000,Neutral,.1128000000,"Somewhat Satisfied",.2338000000,"Very Satisfied",.3393000000,"Extremely Satisfied",.0884000000
1004,2017-07-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",931,"Extremely Unlikely",.0088000000,"Very Unlikely",.0088000000,"Somewhat Unlikely",.0077000000,"Neither Likely nor Unlikely",.0292000000,"Somewhat Likely",.0623000000,"Very Likely",.2491000000,"Extremely Likely",.6370000000
1005,2017-07-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",929,"Extremely Unlikely",.0642999999,"Very Unlikely",.0642999999,"Somewhat Unlikely",.0513000000,"Neither Likely nor Unlikely",.1396000000,"Somewhat Likely",.1878000000,"Very Likely",.2072000000,"Extremely Likely",.3044000000
1006,2017-07-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",930,"Strongly Disagree",.1075000000,Disagree,.1075000000,"Slightly Disagree",.1445000000,"Neither Agree nor Disagree",.0935000000,"Slightly Agree",.2190000000,Agree,.2546000000,"Strongly Agree",.0844000000
1007,2017-07-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",930,"Strongly Disagree",.1167000000,Disagree,.1167000000,"Slightly Disagree",.1264000000,"Neither Agree nor Disagree",.2435000000,"Slightly Agree",.1425000000,Agree,.1915000000,"Strongly Agree",.0551000000
1008,2017-07-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",931,"Strongly Disagree",.0757000000,Disagree,.0757000000,"Slightly Disagree",.1075000000,"Neither Agree nor Disagree",.1278000000,"Slightly Agree",.2802000000,Agree,.2486000000,"Strongly Agree",.0772000000
1009,2017-07-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",928,"Strongly Disagree",.0678000000,Disagree,.0678000000,"Slightly Disagree",.0814000000,"Neither Agree nor Disagree",.1238000000,"Slightly Agree",.2185000000,Agree,.2786000000,"Strongly Agree",.1539000000
1010,2017-07-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",929,"Strongly Disagree",.1229000000,Disagree,.1229000000,"Slightly Disagree",.1910000000,"Neither Agree nor Disagree",.1073000000,"Slightly Agree",.1970000000,Agree,.2066000000,"Strongly Agree",.0506000000
1011,2017-07-01,"MBTA Customer Opinion Panel","Wait time at stop",929,Unacceptable,.0634000000,"Very Poor",.0634000000,Poor,.0932000000,Fair,.1167000000,Good,.1785000000,"Very Good",.2811000000,Excellent,.2202000000
1012,2017-07-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",926,Unacceptable,.0302000000,"Very Poor",.0302000000,Poor,.1214000000,Fair,.1974000000,Good,.2012000000,"Very Good",.2852000000,Excellent,.1301000000
1013,2017-07-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",930,Unacceptable,.0674000000,"Very Poor",.0674000000,Poor,.1087000000,Fair,.1558000000,Good,.1729000000,"Very Good",.2903000000,Excellent,.1360000000
1014,2017-07-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",929,Unacceptable,.0145000000,"Very Poor",.0145000000,Poor,.0872000000,Fair,.1996000000,Good,.1935000000,"Very Good",.3258000000,Excellent,.1333999999
1015,2017-07-01,"MBTA Customer Opinion Panel","Speed/travel time",932,Unacceptable,.0571000000,"Very Poor",.0571000000,Poor,.1015000000,Fair,.1270999999,Good,.2085000000,"Very Good",.3080000000,Excellent,.1488000000
1016,2017-07-01,"MBTA Customer Opinion Panel","Parking availability",333,Unacceptable,.0533000000,"Very Poor",.0533000000,Poor,.0646000000,Fair,.2137000000,Good,.1844000000,"Very Good",.2125000000,Excellent,.2075000000
1017,2017-07-01,"MBTA Customer Opinion Panel","Real-time communications",865,Unacceptable,.0674000000,"Very Poor",.0674000000,Poor,.1039000000,Fair,.1696000000,Good,.1894000000,"Very Good",.2640000000,Excellent,.1336000000
1018,2017-07-01,"MBTA Customer Opinion Panel","How satisfied are you with the MBTA's communication overall?",962,"Extremely Dissatisfied",.0395000000,"Very Dissatisfied",.0395000000,"Somewhat Dissatisfied",.1368000000,Neutral,.1469000000,"Somewhat Satisfied",.3589000000,"Very Satisfied",.2148000000,"Extremely Satisfied",.0427000000
1019,2017-07-01,"MBTA Customer Opinion Panel",,934,"Extremely Dissatisfied",.0532000000,"Very Dissatisfied",.0532000000,"Somewhat Dissatisfied",.0987000000,Neutral,.1128000000,"Somewhat Satisfied",.2338000000,"Very Satisfied",.3393000000,"Extremely Satisfied",.0884000000
