survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
420,2017-08-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",911,Unacceptable,.0308000000,"Very Poor",.0308000000,Poor,.1215000000,Fair,.1811000000,Good,.2157000000,"Very Good",.2526999999,Excellent,.1558000000
421,2017-08-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",917,Unacceptable,.0469000000,"Very Poor",.0469000000,Poor,.1022000000,Fair,.1415000000,Good,.1945000000,"Very Good",.2652000000,Excellent,.1933000000
422,2017-08-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",917,Unacceptable,.0206000000,"Very Poor",.0206000000,Poor,.0926000000,Fair,.1693000000,Good,.2015000000,"Very Good",.3222000000,Excellent,.1585000000
423,2017-08-01,"MBTA Customer Opinion Panel","Speed/travel time",919,Unacceptable,.0452000000,"Very Poor",.0452000000,Poor,.1057000000,Fair,.1097000000,Good,.1628000000,"Very Good",.3328000000,Excellent,.1946000000
424,2017-08-01,"MBTA Customer Opinion Panel","Parking availability",318,Unacceptable,.0336000000,"Very Poor",.0336000000,Poor,.0424000000,Fair,.1943000000,Good,.1613000000,"Very Good",.2425000000,Excellent,.2590000000
425,2017-08-01,"MBTA Customer Opinion Panel","Real-time communications",850,Unacceptable,.0443000000,"Very Poor",.0443000000,Poor,.0827000000,Fair,.1482000000,Good,.1843000000,"Very Good",.2909000000,Excellent,.1842000000
426,2017-08-01,"MBTA Customer Opinion Panel","How satisfied are you with the MBTA's communication overall?",930,"Extremely Dissatisfied",.0290000000,"Very Dissatisfied",.0290000000,"Somewhat Dissatisfied",.1119000000,Neutral,.1580000000,"Somewhat Satisfied",.3425000000,"Very Satisfied",.2676000000,"Extremely Satisfied",.0392000000
427,2017-08-01,"MBTA Customer Opinion Panel",,921,"Extremely Dissatisfied",.0356000000,"Very Dissatisfied",.0356000000,"Somewhat Dissatisfied",.0872000000,Neutral,.1074000000,"Somewhat Satisfied",.2129000000,"Very Satisfied",.3892000000,"Extremely Satisfied",.1161000000
1020,2017-08-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",931,"Extremely Dissatisfied",.0181000000,"Very Dissatisfied",.0181000000,"Somewhat Dissatisfied",.1201000000,Neutral,.0820000000,"Somewhat Satisfied",.3215000000,"Very Satisfied",.3377000000,"Extremely Satisfied",.0634000000
1021,2017-08-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",921,"Extremely Dissatisfied",.0356000000,"Very Dissatisfied",.0356000000,"Somewhat Dissatisfied",.0872000000,Neutral,.1074000000,"Somewhat Satisfied",.2129000000,"Very Satisfied",.3892000000,"Extremely Satisfied",.1161000000
1022,2017-08-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",920,"Extremely Unlikely",.0053000000,"Very Unlikely",.0053000000,"Somewhat Unlikely",.0115000000,"Neither Likely nor Unlikely",.0222000000,"Somewhat Likely",.0521000000,"Very Likely",.2462000000,"Extremely Likely",.6581000000
1023,2017-08-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",919,"Extremely Unlikely",.0413000000,"Very Unlikely",.0413000000,"Somewhat Unlikely",.0601000000,"Neither Likely nor Unlikely",.1049000000,"Somewhat Likely",.1769000000,"Very Likely",.2533000000,"Extremely Likely",.3243000000
1024,2017-08-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",916,"Strongly Disagree",.0770000000,Disagree,.0770000000,"Slightly Disagree",.1255999999,"Neither Agree nor Disagree",.1144000000,"Slightly Agree",.2297000000,Agree,.2727000000,"Strongly Agree",.0806000000
1025,2017-08-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",917,"Strongly Disagree",.1087000000,Disagree,.1087000000,"Slightly Disagree",.1119000000,"Neither Agree nor Disagree",.2248000000,"Slightly Agree",.1633000000,Agree,.2039000000,"Strongly Agree",.0589000000
1026,2017-08-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",918,"Strongly Disagree",.0621000000,Disagree,.0621000000,"Slightly Disagree",.0889000000,"Neither Agree nor Disagree",.1359000000,"Slightly Agree",.2379000000,Agree,.3135000000,"Strongly Agree",.0797000000
1027,2017-08-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",918,"Strongly Disagree",.0622000000,Disagree,.0622000000,"Slightly Disagree",.0944000000,"Neither Agree nor Disagree",.1230000000,"Slightly Agree",.1767000000,Agree,.3171000000,"Strongly Agree",.1657000000
1028,2017-08-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",918,"Strongly Disagree",.1197000000,Disagree,.1197000000,"Slightly Disagree",.1577000000,"Neither Agree nor Disagree",.1260999999,"Slightly Agree",.2504000000,Agree,.2062000000,"Strongly Agree",.0410000000
1029,2017-08-01,"MBTA Customer Opinion Panel","Wait time at stop",921,Unacceptable,.0316000000,"Very Poor",.0316000000,Poor,.0823000000,Fair,.1040000000,Good,.1690000000,"Very Good",.3212000000,Excellent,.2347000000
1030,2017-08-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",911,Unacceptable,.0308000000,"Very Poor",.0308000000,Poor,.1215000000,Fair,.1811000000,Good,.2157000000,"Very Good",.2526999999,Excellent,.1558000000
1031,2017-08-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",917,Unacceptable,.0469000000,"Very Poor",.0469000000,Poor,.1022000000,Fair,.1415000000,Good,.1945000000,"Very Good",.2652000000,Excellent,.1933000000
1032,2017-08-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",917,Unacceptable,.0206000000,"Very Poor",.0206000000,Poor,.0926000000,Fair,.1693000000,Good,.2015000000,"Very Good",.3222000000,Excellent,.1585000000
1033,2017-08-01,"MBTA Customer Opinion Panel","Speed/travel time",919,Unacceptable,.0452000000,"Very Poor",.0452000000,Poor,.1057000000,Fair,.1097000000,Good,.1628000000,"Very Good",.3328000000,Excellent,.1946000000
1034,2017-08-01,"MBTA Customer Opinion Panel","Parking availability",318,Unacceptable,.0336000000,"Very Poor",.0336000000,Poor,.0424000000,Fair,.1943000000,Good,.1613000000,"Very Good",.2425000000,Excellent,.2590000000
1035,2017-08-01,"MBTA Customer Opinion Panel","Real-time communications",850,Unacceptable,.0443000000,"Very Poor",.0443000000,Poor,.0827000000,Fair,.1482000000,Good,.1843000000,"Very Good",.2909000000,Excellent,.1842000000
1036,2017-08-01,"MBTA Customer Opinion Panel","How satisfied are you with the MBTA's communication overall?",930,"Extremely Dissatisfied",.0290000000,"Very Dissatisfied",.0290000000,"Somewhat Dissatisfied",.1119000000,Neutral,.1580000000,"Somewhat Satisfied",.3425000000,"Very Satisfied",.2676000000,"Extremely Satisfied",.0392000000
1037,2017-08-01,"MBTA Customer Opinion Panel",,921,"Extremely Dissatisfied",.0356000000,"Very Dissatisfied",.0356000000,"Somewhat Dissatisfied",.0872000000,Neutral,.1074000000,"Somewhat Satisfied",.2129000000,"Very Satisfied",.3892000000,"Extremely Satisfied",.1161000000
